index,OPE ID_x,School,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,Address,City_y,StateCode,ZipCode,Province,Country,PostalCode
8175,042428,COALITION OF AFRICAN AMERICAN NURSES,MATTESON,IL,60443,Private-Nonprofit,Unsubsidized - Undergraduate,4,4,11664.0,8,11664.0,,,,,,,,
8176,002536,UNIVERSITY OF MONTANA (THE),MISSOULA,MT,59812,Public,Unsubsidized - Undergraduate,2113,2210,9891284.0,2210,5138611.0,,,,,,,,
8178,039863,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY,FORT PIERCE,FL,34946,Proprietary,Unsubsidized - Undergraduate,3,3,10000.0,3,5000.0,,,,,,,,
8181,011921,WESTCHESTER SCHOOL OF BEAUTY CULTURE,MOUNT VERNON,NY,10550,Proprietary,Unsubsidized - Undergraduate,4,4,29035.0,4,14517.0,,,,,,,,
8182,022208,CAREER & TECHNOLOGY EDUCATION CENTERS OF LICKING COUNTY,,OH,NaN,Public,Unsubsidized - Undergraduate,3,3,15000.0,3,7500.0,,,,,,,,
8184,041369,UNIVERSITY OF AESTHETICS & COSMETOLOGY,CHICAGO,IL,60622,Proprietary,Unsubsidized - Undergraduate,2,2,2640.0,2,1320.0,,,,,,,,
8185,024948,CR'U INSTITUTE OF COSMETOLOGY AND BARBERING,GARDEN GROVE,CA,92845,Proprietary,Unsubsidized - Undergraduate,8,8,26915.0,9,13457.0,,,,,,,,
8188,041054,PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,PENSACOLA,FL,32504,Proprietary,Unsubsidized - Undergraduate,12,12,40032.0,12,20019.0,,,,,,,,
8198,042261,LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY,SELMA,CA,93662,Proprietary,Unsubsidized - Undergraduate,6,7,18844.0,7,9423.0,,,,,,,,
8199,042555,ALABAMA SCHOOL OF NAIL TECHNOLOGY & COSMETOLOGY,JACKSON,AL,36545,Proprietary,Unsubsidized - Undergraduate,9,9,46833.0,11,30416.0,,,,,,,,
8208,041509,KEUNE ACADEMY BY 124,LAWRENCEVILLE,GA,30043,Proprietary,Unsubsidized - Undergraduate,7,7,21999.0,8,12415.0,,,,,,,,
8210,035683,LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE,WILLIAMSVILLE,NY,14221,Proprietary,Unsubsidized - Undergraduate,3,3,14000.0,3,7000.0,,,,,,,,
8212,031090,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,RALEIGH,NC,27614,Proprietary,Unsubsidized - Undergraduate,4,4,21501.0,4,7500.0,,,,,,,,
8213,025189,BARRETT & CO SCHOOL OF HAIR DESIGN,,KY,NaN,Proprietary,Unsubsidized - Undergraduate,6,6,26275.0,7,13288.0,,,,,,,,
8216,009515,J. MICHAEL HARROLD BEAUTY ACADEMY,TERRE HAUTE,IN,47807,Proprietary,Unsubsidized - Undergraduate,6,6,23460.0,6,11730.0,,,,,,,,
8218,031020,"RIVERTOWN SCHOOL OF BEAUTY, BARBER, SKIN CARE AND NAILS",COLUMBUS,GA,31904,Proprietary,Unsubsidized - Undergraduate,5,5,28999.0,5,14501.0,,,,,,,,
8222,023245,MICHIGAN COLLEGE OF BEAUTY-MONROE,,MI,NaN,Proprietary,Unsubsidized - Undergraduate,3,3,2963.0,3,1482.0,,,,,,,,
8234,036964,SABER COLLEGE,MIAMI,FL,33134,Private-Nonprofit,Unsubsidized - Undergraduate,6,6,27875.0,6,13940.0,,,,,,,,
8236,022758,MR. LEON'S SCHOOL OF HAIR DESIGN,,ID,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,3000.0,1,1500.0,,,,,,,,
8239,025208,MERRELL UNIVERSITY OF BEAUTY ARTS & SCIENCE,,MO,NaN,Proprietary,Unsubsidized - Undergraduate,4,4,17500.0,5,9000.0,,,,,,,,
8244,034334,NEW CONCEPT MASSAGE & BEAUTY SCHOOL,MIAMI,FL,33135,Proprietary,Unsubsidized - Undergraduate,8,8,17848.0,8,8924.0,,,,,,,,
8245,022424,HENRICO COUNTY-SAINT MARY'S HOSPITAL SCHOOL OF PRACTICAL NURSING,,VA,NaN,Public,Unsubsidized - Undergraduate,5,5,28500.0,6,16500.0,,,,,,,,
8253,022584,AVEDA ARTS & SCIENCES INSTITUTE BATON ROUGE,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,4,4,8332.0,4,4164.0,,,,,,,,
8267,010741,ACADEMY OF SALON AND SPA,FORT SMITH,AR,72901,Proprietary,Unsubsidized - Undergraduate,5,5,25500.0,5,12750.0,,,,,,,,
8270,023585,BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING,RICHMOND,VA,23227,Private-Nonprofit,Unsubsidized - Undergraduate,5,5,32500.0,5,16250.0,,,,,,,,
8273,042026,NEW DIMENSIONS BEAUTY ACADEMY,,CO,NaN,Proprietary,Unsubsidized - Undergraduate,5,5,18526.0,5,9264.0,,,,,,,,
8278,007375,ISLAND DRAFTING & TECHNICAL INSTITUTE,AMITYVILLE,NY,11701,Proprietary,Unsubsidized - Undergraduate,1,1,6500.0,1,3250.0,,,,,,,,
8286,042661,APEX ACADEMY HAIR SKIN NAILS SCHOOL OF COSMETOLOGY,ONTARIO,OH,44906,Proprietary,Unsubsidized - Undergraduate,3,3,9214.0,3,4607.0,,,,,,,,
8289,042744,PMCA PITTSBURGH MULTICULTURAL COSMETOLOGY ACADEMY,PITTSBURGH,PA,15222,Proprietary,Unsubsidized - Undergraduate,2,2,12000.0,2,6000.0,,,,,,,,
8297,042312,NEECEE'S BARBER COLLEGE,ABILENE,TX,79602,Proprietary,Unsubsidized - Undergraduate,9,9,39000.0,9,19500.0,,,,,,,,
8302,041560,ACADEMY OF COSMETOLOGY & ESTHETICS NYC (THE),STATEN ISLAND,NY,10306,Proprietary,Unsubsidized - Undergraduate,1,1,6000.0,1,3000.0,,,,,,,,
8306,042745,STRAND INSTITUTE OF BEAUTY & ESTHETICS (THE),PORTLAND,TX,78374,Proprietary,Unsubsidized - Undergraduate,8,9,40850.0,11,22617.0,,,,,,,,
8311,041255,MANUEL & THERESA'S SCHOOL OF HAIR DESIGN,BRYAN,TX,77803,Proprietary,Unsubsidized - Undergraduate,7,7,33324.0,7,16663.0,,,,,,,,
8321,025218,SEGUIN BEAUTY SCHOOL-SEGUIN,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,6,6,39500.0,6,19750.0,,,,,,,,
8323,041370,UNIVERSITY OF AESTHETICS & COSMETOLOGY (THE),DOWNERS GROVE,IL,60515,Proprietary,Unsubsidized - Undergraduate,1,1,3557.0,1,1779.0,,,,,,,,
8329,026166,SHEAR EGO INTERNATIONAL SCHOOL OF HAIR DESIGN,ROCHESTER,NY,14617,Proprietary,Unsubsidized - Undergraduate,2,2,11896.0,2,5948.0,,,,,,,,
8330,042259,SETTING THE STANDARD BARBERING AND NATURAL HAIR ACADEMY,SHREVEPORT,LA,71109,Proprietary,Unsubsidized - Undergraduate,3,3,13656.0,3,6828.0,,,,,,,,
8344,022787,MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN,,TN,NaN,Proprietary,Unsubsidized - Undergraduate,6,7,16000.0,7,8000.0,,,,,,,,
8345,042759,ANOTHER LEVEL BARBERING AND COSMETOLOGY SCHOOL,PETERSBURG,VA,23803,Proprietary,Unsubsidized - Undergraduate,5,5,19333.0,5,9666.0,,,,,,,,
8350,023593,SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL,,CA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,3,3,17500.0,3,8500.0,,,,,,,,
8351,042404,UNIVERSIDAD ANA G. MÉNDEZ - ONLINE CAMPUS,,PR,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,151,152,478561.0,153,241222.0,,,,,,,,
8356,022024,PROFESSIONAL COSMETOLOGY EDUCATION CENTER,,AR,NaN,Proprietary,Unsubsidized - Undergraduate,6,6,30009.0,6,15005.0,,,,,,,,
8358,023260,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,28603.0,8,14303.0,,,,,,,,
8364,041926,PALMETTO BEAUTY SCHOOL,,SC,NaN,Proprietary,Unsubsidized - Undergraduate,4,4,15815.0,4,7907.0,,,,,,,,
8371,042524,WORLDCLASS ACADEMY OF BEAUTY CAREERS,TALLAHASSEE,FL,32310,Proprietary,Unsubsidized - Undergraduate,4,4,8404.0,7,7202.0,,,,,,,,
8390,023586,STAGE ONE-THE HAIR SCHOOL,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,4333.0,1,2167.0,,,,,,,,
8392,042133,SOUTHERN TEXAS CAREERS ACADEMY,MCALLEN,TX,78504,Proprietary,Unsubsidized - Undergraduate,8,10,25681.0,10,12842.0,,,,,,,,
8398,042503,HAIR ACADEMY SCHOOL OF BARBERING & BEAUTY,NEWARK,DE,19713,Proprietary,Unsubsidized - Undergraduate,5,5,26266.0,5,13132.0,,,,,,,,
8401,030323,SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNOLOGY,HOUSTON,TX,77055,Proprietary,Unsubsidized - Undergraduate,4,5,14750.0,5,7375.0,,,,,,,,
8405,030986,CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY,,PA,NaN,Public,Unsubsidized - Undergraduate,1,1,6000.0,1,1500.0,,,,,,,,
8412,042120,LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY,HANFORD,CA,93230,Proprietary,Unsubsidized - Undergraduate,2,2,4500.0,2,2250.0,,,,,,,,
8414,042542,INTER AMERICAN UNIVERSITY OF PUERTO RICO SAN GERMÁN CAMPUS,SAN GERMAN,PR,683,Private-Nonprofit,Unsubsidized - Undergraduate,22,22,105566.0,22,56533.0,,,,,,,,
8417,025204,ADRIANS BEAUTY COLLEGE OF TURLOCK,,CA,NaN,Proprietary,Unsubsidized - Undergraduate,2,2,5000.0,2,2500.0,,,,,,,,
8418,042728,INDEPENDENT TRAINING & APPRENTICESHIP PROGRAM,SACRAMENTO,CA,95827,Proprietary,Unsubsidized - Undergraduate,3,3,8559.0,3,4279.0,,,,,,,,
8441,021748,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS PAUL MITCHELL PARTNER SCHO,,NH,NaN,Proprietary,Unsubsidized - Undergraduate,3,3,14000.0,3,7000.0,,,,,,,,
8442,042145,PRESTIGE HEALTH & BEAUTY SCIENCES ACADEMY,NORTH MIAMI BEACH,FL,33160,Proprietary,Unsubsidized - Undergraduate,2,2,8033.0,2,4016.0,,,,,,,,
8444,023628,AUSTIN GRADUATE SCHOOL OF THEOLOGY,,TX,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,4,4,16608.0,5,8304.0,,,,,,,,
8449,023542,SCIOTO COUNTY CAREER TECHNICAL CENTER,,OH,NaN,Public,Unsubsidized - Undergraduate,1,1,3166.0,1,1583.0,,,,,,,,
8450,042663,JOHNNY MATTHEW'S HAIRDRESSING TRAINING SCHOOL,SALEM,OR,97301,Proprietary,Unsubsidized - Undergraduate,4,4,12019.0,6,7634.0,,,,,,,,
8452,022512,SCHUYLKILL TECHNOLOGY CENTERS,,PA,NaN,Public,Unsubsidized - Undergraduate,1,1,2308.0,2,2308.0,,,,,,,,
8454,041799,TOMORROW'S IMAGE BARBER & BEAUTY ACADEMY OF VIRGINIA,NEWPORT NEWS,VA,23608,Proprietary,Unsubsidized - Undergraduate,4,4,15594.0,4,8844.0,,,,,,,,
8455,030325,ALABAMA STATE COLLEGE OF BARBER STYLING,BIRMINGHAM,AL,35215,Proprietary,Unsubsidized - Undergraduate,1,1,7000.0,1,3500.0,,,,,,,,
8480,007191,NORTHAMPTON COUNTY AREA COMMUNITY COLLEGE,BETHLEHEM,PA,18020,Public,Unsubsidized - Undergraduate,1,1,2355.0,1,1178.0,,,,,,,,
8494,034914,AMERICAN ADVANCED TECHNICIANS INSTITUTE,HIALEAH,FL,33014,Proprietary,Unsubsidized - Undergraduate,2,2,2756.0,2,1378.0,,,,,,,,
8495,042150,TOTAL TRANSFORMATION INSTITUTE OF COSMETOLOGY,SAN MARCOS,TX,78666,Proprietary,Unsubsidized - Undergraduate,3,3,13166.0,3,6582.0,,,,,,,,
8507,042168,BONNIE JOSEPH ACADEMY OF COSMETOLOGY & BARBERING,HEBER CITY,UT,84032,Proprietary,Unsubsidized - Undergraduate,1,1,1507.0,1,754.0,,,,,,,,
8518,041581,AIKEN SCHOOL OF COSMETOLOGY AND BARBERING,AIKEN,SC,29801,Proprietary,Unsubsidized - Undergraduate,2,2,12000.0,2,6000.0,,,,,,,,
8525,010860,GREATER ALTOONA CAREER & TECHNOLOGY CENTER,,PA,NaN,Public,Unsubsidized - Undergraduate,1,1,780.0,2,780.0,,,,,,,,
8539,034165,DALLAS NURSING INSTITUTE,,TX,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,1,1,3000.0,1,3000.0,,,,,,,,
8542,041869,"INTERNATIONAL COLLEGE OF BEAUTY, ARTS & SCIENCES",LOS ANGELES,CA,90039,Proprietary,Unsubsidized - Undergraduate,1,1,1333.0,1,666.0,,,,,,,,
8543,042377,REGIONAL CENTER FOR BORDER HEALTH,SOMERTON,AZ,85350,Private-Nonprofit,Unsubsidized - Undergraduate,2,2,4120.0,4,4120.0,,,,,,,,
8544,040293,TRENDSETTERS OF FL. SCHOOL OF BEAUTY & BARBERING,JACKSONVILLE,FL,32205,Proprietary,Unsubsidized - Undergraduate,2,2,2251.0,4,2251.0,,,,,,,,
8548,001051,UNIVERSITY OF ALABAMA,TUSCALOOSA,AL,35487,Public,Unsubsidized - Graduate,1795,1808,29936391.0,1808,15127471.0,,,,,,,,
8559,001002,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,NORMAL,AL,35762,Public,Unsubsidized - Graduate,496,506,8809479.0,506,4414315.0,,,,,,,,
8562,008310,AUBURN UNIVERSITY MONTGOMERY,MONTGOMERY,AL,36124,Public,Unsubsidized - Graduate,394,400,6461180.0,400,3239362.0,,,,,,,,
8585,001081,ARIZONA STATE UNIVERSITY,TEMPE,AZ,85287,Public,Unsubsidized - Graduate,8053,8498,138462888.0,8498,69698946.0,,,,,,,,
8587,001083,UNIVERSITY OF ARIZONA (THE),TUCSON,AZ,85721,Public,Unsubsidized - Graduate,2858,2954,66240336.0,2954,33556686.0,,,,,,,,
8595,001108,UNIVERSITY OF ARKANSAS,FAYETTEVILLE,AR,72701,Public,Unsubsidized - Graduate,917,961,14951447.0,961,7598367.0,,,,,,,,
8597,001101,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,LITTLE ROCK,AR,72204,Public,Unsubsidized - Graduate,802,824,14056005.0,824,7037370.0,,,,,,,,
8599,001109,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,LITTLE ROCK,AR,72205,Public,Unsubsidized - Graduate,805,813,22131753.0,813,11418203.0,,,,,,,,
8603,001110,UNIVERSITY OF ARKANSAS AT FORT SMITH,FORT SMITH,AR,72904,Public,Unsubsidized - Graduate,27,27,468895.0,27,234449.0,,,,,,,,
8605,001086,UNIVERSITY OF ARKANSAS AT PINE BLUFF,PINE BLUFF,AR,71601,Public,Unsubsidized - Graduate,52,68,533963.0,68,266984.0,,,,,,,,
8609,001085,UNIVERSITY OF ARKANSAS AT MONTICELLO,MONTICELLO,AR,71656,Public,Unsubsidized - Graduate,156,156,2300918.0,156,1150458.0,,,,,,,,
8620,024827,WESTERN UNIVERSITY OF HEALTH SCIENCES,POMONA,CA,91766,Private-Nonprofit,Unsubsidized - Graduate,2374,2515,88478460.0,2515,42575869.0,,,,,,,,
8621,001315,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",LOS ANGELES,CA,90095,Public,Unsubsidized - Graduate,2631,2804,62022537.0,2804,26185672.0,,,,,,,,
8623,001313,"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,CA,95616,Public,Unsubsidized - Graduate,1387,1404,30801241.0,1769,14971562.0,,,,,,,,
8629,001314,"UNIVERSITY OF CALIFORNIA, IRVINE",IRVINE,CA,92697,Public,Unsubsidized - Graduate,1283,1382,28845090.0,1382,10522839.0,,,,,,,,
8631,001317,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",LA JOLLA,CA,92093,Public,Unsubsidized - Graduate,722,767,18184197.0,767,6117062.0,,,,,,,,
8634,001153,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",NORTHRIDGE,CA,91330,Public,Unsubsidized - Graduate,1705,1725,28074263.0,1725,14514695.0,,,,,,,,
8637,001316,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",RIVERSIDE,CA,92521,Public,Unsubsidized - Graduate,617,666,15474966.0,666,5820220.0,,,,,,,,
8638,001139,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",LONG BEACH,CA,90840,Public,Unsubsidized - Graduate,1490,1519,23561749.0,1525,12008426.0,,,,,,,,
8644,001137,"CALIFORNIA STATE UNIVERSITY, FULLERTON",FULLERTON,CA,92831,Public,Unsubsidized - Graduate,1244,1265,17916053.0,1267,9274416.0,,,,,,,,
8645,031713,UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES,,CA,NaN,Proprietary,Unsubsidized - Graduate,1378,1378,27468718.0,1378,10323594.0,,,,,,,,
8646,001143,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,SAN LUIS OBISPO,CA,93407,Public,Unsubsidized - Graduate,221,223,3830756.0,224,1317172.0,,,,,,,,
8647,001150,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,SACRAMENTO,CA,95819,Public,Unsubsidized - Graduate,748,754,11451009.0,770,6061092.0,,,,,,,,
8648,021553,CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,,CA,NaN,Private-Nonprofit,Unsubsidized - Graduate,1669,1669,33187685.0,1671,14051096.0,,,,,,,,
8652,001144,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",POMONA,CA,91768,Public,Unsubsidized - Graduate,480,483,8251062.0,483,4155622.0,,,,,,,,
8655,001140,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",LOS ANGELES,CA,90032,Public,Unsubsidized - Graduate,1124,1124,17633966.0,1134,9037325.0,,,,,,,,
8657,030113,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",SAN MARCOS,CA,92096,Public,Unsubsidized - Graduate,426,435,7484549.0,435,3839190.0,,,,,,,,
8658,001142,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",SAN BERNARDINO,CA,92407,Public,Unsubsidized - Graduate,912,921,14840959.0,929,7465680.0,,,,,,,,
8659,001146,"CALIFORNIA STATE UNIVERSITY, CHICO",CHICO,CA,95929,Public,Unsubsidized - Graduate,294,325,3899512.0,325,1973964.0,,,,,,,,
8661,001320,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,93106,Public,Unsubsidized - Graduate,139,140,2369797.0,140,794949.0,,,,,,,,
8662,001147,"CALIFORNIA STATE UNIVERSITY, FRESNO",FRESNO,CA,93740,Public,Unsubsidized - Graduate,585,606,9282730.0,606,4710114.0,,,,,,,,
8663,001319,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,94143,Public,Unsubsidized - Graduate,798,810,24201477.0,1089,9514519.0,,,,,,,,
8665,001141,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CARSON,CA,90747,Public,Unsubsidized - Graduate,584,584,9543591.0,646,4754945.0,,,,,,,,
8666,003947,"UNIVERSITY OF CALIFORNIA, HASTINGS COLLEGE OF THE LAW",,CA,NaN,Public,Unsubsidized - Graduate,654,654,12967513.0,660,6600618.0,,,,,,,,
8667,001321,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",SANTA CRUZ,CA,95064,Public,Unsubsidized - Graduate,86,88,1519824.0,88,508923.0,,,,,,,,
8673,007993,"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD",BAKERSFIELD,CA,93311,Public,Unsubsidized - Graduate,459,470,7138889.0,470,3761277.0,,,,,,,,
8678,021206,SAYBROOK UNIVERSITY,,CA,NaN,Private-Nonprofit,Unsubsidized - Graduate,432,432,6970910.0,435,3543550.0,,,,,,,,
8683,001157,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",TURLOCK,CA,95382,Public,Unsubsidized - Graduate,312,320,4782266.0,320,2486961.0,,,,,,,,
8685,039803,CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS,CAMARILLO,CA,93012,Public,Unsubsidized - Graduate,87,92,1487891.0,92,752030.0,,,,,,,,
8687,032603,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",SEASIDE,CA,93955,Public,Unsubsidized - Graduate,309,353,4268789.0,353,2202849.0,,,,,,,,
8689,010365,CHARLES R. DREW UNIVERSITY OF MEDICINE AND SCIENCE,,CA,NaN,Private-Nonprofit,Unsubsidized - Graduate,359,359,6524542.0,359,3652646.0,,,,,,,,
8692,001293,VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,COSTA MESA,CA,92626,Private-Nonprofit,Unsubsidized - Graduate,117,117,2287541.0,117,816086.0,,,,,,,,
8694,001229,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,WHITTIER,CA,90604,Private-Nonprofit,Unsubsidized - Graduate,679,1153,9785725.0,1153,9785725.0,,,,,,,,
8696,038533,KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES,,CA,NaN,Private-Nonprofit,Unsubsidized - Graduate,271,271,5524000.0,271,2772250.0,,,,,,,,
8701,008846,WRIGHT INSTITUTE (THE),,CA,NaN,Private-Nonprofit,Unsubsidized - Graduate,236,238,6555426.0,238,2205383.0,,,,,,,,
8715,030277,PACIFIC COLLEGE OF ORIENTAL MEDICINE,SAN DIEGO,CA,92108,Proprietary,Unsubsidized - Graduate,252,252,4545365.0,252,2393997.0,,,,,,,,
8716,011112,FASHION INSTITUTE OF DESIGN & MERCHANDISING -,LOS ANGELES,CA,90015,Proprietary,Unsubsidized - Graduate,4,4,80958.0,4,30404.0,,,,,,,,
8720,001220,MASTER'S UNIVERSITY AND SEMINARY (THE),SANTA CLARITA,CA,91321,Private-Nonprofit,Unsubsidized - Graduate,12,12,185629.0,12,78244.0,,,,,,,,
8723,001134,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,VALLEJO,CA,94590,Public,Unsubsidized - Graduate,11,11,159501.0,11,61358.0,,,,,,,,
8724,011460,NATIONAL UNIVERSITY - LA JOLLA,LA JOLLA,CA,92037,Private-Nonprofit,Unsubsidized - Graduate,249,251,3850808.0,326,2221570.0,,,,,,,,
8743,042501,SANTA BARBARA AND VENTURA COLLEGES OF LAW (THE),VENTURA,CA,93003,Private-Nonprofit,Unsubsidized - Graduate,121,121,2069210.0,123,1036019.0,,,,,,,,
8757,001370,UNIVERSITY OF COLORADO BOULDER,BOULDER,CO,80309,Public,Unsubsidized - Graduate,1169,1209,21049214.0,1209,10806831.0,,,,,,,,
8760,042189,ROCKY VISTA UNIVERSITY,PARKER,CO,80134,Proprietary,Unsubsidized - Graduate,850,853,34563335.0,853,17434218.0,,,,,,,,
8763,004509,UNIVERSITY OF COLORADO COLORADO SPRINGS,COLORADO SPRINGS,CO,80918,Public,Unsubsidized - Graduate,707,761,11708958.0,761,5904487.0,,,,,,,,
8767,042087,COLORADO STATE UNIVERSITY - GLOBAL CAMPUS,GREENWOOD VILLAGE,CO,80111,Public,Unsubsidized - Graduate,1146,1165,13419047.0,1568,5765324.0,,,,,,,,
8776,001417,UNIVERSITY OF CONNECTICUT,STORRS,CT,6269,Public,Unsubsidized - Graduate,1949,2450,42595404.0,2479,21639553.0,,,,,,,,
8781,001406,SOUTHERN CONNECTICUT STATE UNIVERSITY,NEW HAVEN,CT,6515,Public,Unsubsidized - Graduate,748,754,12596085.0,754,6320450.0,,,,,,,,
8782,001378,CENTRAL CONNECTICUT STATE UNIVERSITY,NEW BRITAIN,CT,6050,Public,Unsubsidized - Graduate,604,632,9936823.0,632,5077221.0,,,,,,,,
8788,001380,WESTERN CONNECTICUT STATE UNIVERSITY,DANBURY,CT,6810,Public,Unsubsidized - Graduate,174,174,2595793.0,177,1366055.0,,,,,,,,
8789,001425,EASTERN CONNECTICUT STATE UNIVERSITY,WILLIMANTIC,CT,6226,Public,Unsubsidized - Graduate,49,50,755862.0,50,423013.0,,,,,,,,
8790,022449,GOODWIN UNIVERSITY,,CT,NaN,Private-Nonprofit,Unsubsidized - Graduate,36,36,420918.0,36,214398.0,,,,,,,,
8800,001429,GOLDEY-BEACOM COLLEGE,WILMINGTON,DE,19808,Private-Nonprofit,Unsubsidized - Graduate,65,65,585222.0,65,336673.0,,,,,,,,
8808,001441,UNIVERSITY OF THE DISTRICT OF COLUMBIA,,DC,NaN,Public,Unsubsidized - Graduate,235,237,4645500.0,237,2318391.0,,,,,,,,
8809,001460,TRINITY WASHINGTON UNIVERSITY,WASHINGTON,DC,20017,Private-Nonprofit,Unsubsidized - Graduate,196,196,3747113.0,196,1491072.0,,,,,,,,
8812,001509,NOVA SOUTHEASTERN UNIVERSITY-DAVIE,FORT LAUDERDALE,FL,33314,Private-Nonprofit,Unsubsidized - Graduate,8663,8707,106710999.0,8710,106710999.0,,,,,,,,
8816,001537,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,33620,Public,Unsubsidized - Graduate,3185,3224,39288610.0,3224,29970002.0,,,,,,,,
8817,001479,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,DAYTONA BEACH,FL,32114,Private-Nonprofit,Unsubsidized - Graduate,670,678,11476751.0,771,3962149.0,,,,,,,,
8818,021519,KEISER UNIVERSITY,,FL,NaN,Private-Nonprofit,Unsubsidized - Graduate,821,893,14689884.0,923,7516080.0,,,,,,,,
8819,003954,UNIVERSITY OF CENTRAL FLORIDA-MAIN CAMPUS,ORLANDO,FL,32816,Public,Unsubsidized - Graduate,2487,2487,20124127.0,2502,20124127.0,,,,,,,,
8824,001480,FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY,TALLAHASSEE,FL,32307,Public,Unsubsidized - Graduate,980,998,18396508.0,998,9382747.0,,,,,,,,
8827,001468,SAINT THOMAS UNIVERSITY,MIAMI GARDENS,FL,33054,Private-Nonprofit,Unsubsidized - Graduate,906,906,17719685.0,910,7194883.0,,,,,,,,
8832,003955,UNIVERSITY OF WEST FLORIDA (THE),PENSACOLA,FL,32514,Public,Unsubsidized - Graduate,1133,1133,14372521.0,1133,7612354.0,,,,,,,,
8851,031155,ADVENTHEALTH UNIVERSITY,ORLANDO,FL,32803,Private-Nonprofit,Unsubsidized - Graduate,175,175,3331274.0,175,1228869.0,,,,,,,,
8865,021415,SAVANNAH COLLEGE OF ART AND DESIGN,,GA,NaN,Private-Nonprofit,Unsubsidized - Graduate,675,675,10251885.0,676,4417002.0,,,,,,,,
8871,001601,UNIVERSITY OF WEST GEORGIA,CARROLLTON,GA,30118,Public,Unsubsidized - Graduate,1431,1431,18324862.0,1431,9304293.0,,,,,,,,
8889,001573,GEORGIA SOUTHWESTERN STATE UNIVERSITY,AMERICUS,GA,31709,Public,Unsubsidized - Graduate,256,262,3004147.0,262,1507205.0,,,,,,,,
8908,001605,CHAMINADE UNIVERSITY OF HONOLULU,HONOLULU,HI,96816,Private-Nonprofit,Unsubsidized - Graduate,195,197,3564657.0,310,1785649.0,,,,,,,,
8923,002477,A. T. STILL UNIVERSITY OF HEALTH SCIENCES,,MO,NaN,Private-Nonprofit,Unsubsidized - Graduate,2158,2193,70516841.0,2195,35917749.0,,,,,,,,
