index,OPE ID_x,School_x,City_x,State,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,OPE ID_y,School,Address,City,StateCode,ZipCode,Province,Country,PostalCode
7135,021448,VET TECH INSTITUTE OF HOUSTON,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,101,151,425930.0,151,222057.0,014986,VET TECH INSTITUTE OF HOUSTON,4669 SOUTHWEST FREEWAY,HOUSTON,TX,77027.0,,,
7138,020733,GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION,,OH,NaN,Public,Unsubsidized - Undergraduate,40,40,170841.0,45,87582.0,,,,,,,,,
7143,021696,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,,PA,NaN,Public,Unsubsidized - Undergraduate,16,16,74070.0,16,37036.0,,,,,,,,,
7153,025623,APOLLO CAREER CENTER,,OH,NaN,Public,Unsubsidized - Undergraduate,32,32,163125.0,32,81563.0,,,,,,,,,
7157,023306,PENNSYLVANIA GUNSMITH SCHOOL,,PA,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,41000.0,8,20500.0,016508,PENNSYLVANIA GUNSMITH SCHOOL,812 OHIO RIVER BLVD,PITTSBURGH,PA,15202.0,,,
7159,005339,METRO TECHNOLOGY CENTERS SCHOOL DISTRICT #22,,OK,NaN,Public,Unsubsidized - Undergraduate,7,7,45300.0,7,22650.0,,,,,,,,,
7160,023069,IOWA SCHOOL OF BEAUTY,,IA,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,31312.0,8,15656.0,016306,IOWA SCHOOL OF BEAUTY,609 W 2ND ST,OTTUMWA,IA,52501.0,,,
7160,023069,IOWA SCHOOL OF BEAUTY,,IA,NaN,Proprietary,Unsubsidized - Undergraduate,8,8,31312.0,8,15656.0,034413,IOWA SCHOOL OF BEAUTY,3320 LINE DRIVE,SIOUX CITY,IA,51106.0,,,
7162,021440,BEAUTY INSTITUTE (THE),,PA,NaN,Proprietary,Unsubsidized - Undergraduate,9,9,33777.0,11,19222.0,014997,BEAUTY INSTITUTE (THE),1921 UNION BOULEVARD,ALLENTOWN,PA,18109.0,,,
7162,021440,BEAUTY INSTITUTE (THE),,PA,NaN,Proprietary,Unsubsidized - Undergraduate,9,9,33777.0,11,19222.0,015603,BEAUTY INSTITUTE (THE),50 EAST BUTLER PIKE,AMBLER,PA,19002.0,,,
7162,021440,BEAUTY INSTITUTE (THE),,PA,NaN,Proprietary,Unsubsidized - Undergraduate,9,9,33777.0,11,19222.0,015604,BEAUTY INSTITUTE (THE),100 N 8TH STREET,STROUDSBURG,PA,18360.0,,,
7163,025685,GRABBER SCHOOL OF HAIR DESIGN,,MO,NaN,Proprietary,Unsubsidized - Undergraduate,25,25,123544.0,26,63722.0,017279,GRABBER SCHOOL OF HAIR DESIGN,9833 WATSON ROAD,ST. LOUIS,MO,63126.0,,,
7164,022345,BOISE BIBLE COLLEGE,,ID,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,16,16,71520.0,16,35760.0,015783,BOISE BIBLE COLLEGE,8695 W MARIGOLD ST,BOISE,ID,83714.0,,,
7166,009043,ELMIRA BUSINESS INSTITUTE,VESTAL,NY,13850,Proprietary,Unsubsidized - Undergraduate,19,22,94500.0,22,53000.0,,,,,,,,,
7167,025488,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,116,116,525244.0,138,205108.0,,,,,,,,,
7174,022359,ACADEMY OF HAIR DESIGN # 4,,MS,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,4000.0,1,2000.0,,,,,,,,,
7175,023427,FORTIS COLLEGE,,VA,NaN,Proprietary,Unsubsidized - Undergraduate,117,118,571741.0,133,222098.0,,,,,,,,,
7183,004233,ST LUKES METHODIST HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,,IA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,8,8,40215.0,13,24358.0,,,,,,,,,
7188,021111,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE RICH MOUNTAIN,,AR,NaN,Public,Unsubsidized - Undergraduate,60,60,223398.0,62,110299.0,,,,,,,,,
7191,023413,PALO ALTO COLLEGE,,TX,NaN,Public,Unsubsidized - Undergraduate,97,107,425320.0,107,214195.0,016615,PALO ALTO COLLEGE,1400 W. VILLARET,SAN ANTONIO,TX,78224.0,,,
7195,023363,KNOX COUNTY CAREER CENTER,,OH,NaN,Public,Unsubsidized - Undergraduate,30,30,178775.0,30,74928.0,016558,KNOX COUNTY CAREER CENTER,306 MARTINSBURG ROAD,MOUNT VERNON,OH,43050.0,,,
7198,021662,ITI TECHNICAL COLLEGE,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,125,125,407055.0,131,143360.0,015270,ITI TECHNICAL COLLEGE,13944 AIRLINE HWY,BATON ROUGE,LA,70817.0,,,
7199,008129,ADULT AND COMMUNITY EDUCATION @HUDSON,,OH,NaN,Public,Unsubsidized - Undergraduate,38,38,156100.0,61,113550.0,,,,,,,,,
7200,025600,CASAL AVEDA INSTITUTE,,OH,NaN,Proprietary,Unsubsidized - Undergraduate,35,35,116212.0,40,58301.0,017193,CASAL AVEDA INSTITUTE,6000 MAHONING AVENUE,AUSTINTOWN,OH,44515.0,,,
7203,023379,COLLEGE OF HAIR DESIGN CAREERS,,OR,NaN,Proprietary,Unsubsidized - Undergraduate,2,2,12000.0,2,6000.0,016618,COLLEGE OF HAIR DESIGN CAREERS,1684 CLAY ST NE,SALEM,OR,97301.0,,,
7207,023388,EMILY CARR UNIVERSITY OF ART AND DESIGN,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,6,6,26000.0,6,13000.0,,,,,,,,,
7209,020848,RAVENSCROFT BEAUTY COLLEGE,,IN,NaN,Proprietary,Unsubsidized - Undergraduate,28,28,102975.0,31,54234.0,014273,RAVENSCROFT BEAUTY COLLEGE,4530 LAHMEYER ROAD,FORT WAYNE,IN,46835.0,,,
7211,011735,PIKE LINCOLN TECHNICAL CENTER,,MO,NaN,Public,Unsubsidized - Undergraduate,20,20,97384.0,20,48692.0,,,,,,,,,
7213,030108,FORTIS INSTITUTE,,AL,NaN,Proprietary,Unsubsidized - Undergraduate,90,93,398083.0,109,161731.0,,,,,,,,,
7214,023411,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS,,SC,NaN,Proprietary,Unsubsidized - Undergraduate,70,70,314059.0,70,157014.0,,,,,,,,,
7223,022825,LENAPE TECHNICAL SCHOOL,,PA,NaN,Public,Unsubsidized - Undergraduate,16,16,61062.0,16,32604.0,016100,LENAPE TECHNICAL SCHOOL,2215 CHAPLIN AVENUE,FORD CITY,PA,16226.0,,,
7224,020661,OHIO STATE COLLEGE OF BARBER STYLING,,OH,NaN,Proprietary,Unsubsidized - Undergraduate,34,34,118157.0,37,59081.0,,,,,,,,,
7225,023372,PJ'S COLLEGE OF COSMETOLOGY,,KY,NaN,Proprietary,Unsubsidized - Undergraduate,23,23,112933.0,23,56466.0,016552,PJ'S COLLEGE OF COSMETOLOGY,WESTERN GATEWAY SHOPPING CTR,BOWLING GREEN,KY,42101.0,,,
7225,023372,PJ'S COLLEGE OF COSMETOLOGY,,KY,NaN,Proprietary,Unsubsidized - Undergraduate,23,23,112933.0,23,56466.0,017103,PJ'S COLLEGE OF COSMETOLOGY,920 HAPPY VALLEY ROAD,GLASGOW,KY,42141.0,,,
7226,023518,UNIVERSIDAD IBEROAMERICANA (UNIBE),,,NaN,Foreign-Private,Unsubsidized - Undergraduate,1,1,6500.0,1,3250.0,,,,,,,,,
7227,023521,UNIVERSITY OF PLYMOUTH,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,7,7,37500.0,7,12500.0,,,,,,,,,
7231,006612,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,,TX,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,173,173,447535.0,173,447535.0,,,,,,,,,
7232,021400,RIVERSIDE COLLEGE OF HEALTH CAREERS,,VA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,87,92,358702.0,92,235216.0,014108,RIVERSIDE COLLEGE OF HEALTH CAREERS,"606 DENBIGH BOULEVARD, SUITE 500",NEWPORT NEWS,VA,23608.0,,,
7241,010055,CRAWFORD COUNTY CAREER & TECHNICAL CENTER,,PA,NaN,Public,Unsubsidized - Undergraduate,10,10,60000.0,10,30000.0,,,,,,,,,
7242,025212,ARLINGTON CAREER INSTITUTE,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,88,96,414862.0,165,249662.0,016944,ARLINGTON CAREER INSTITUTE,901 AVENUE K,GRAND PRAIRIE,TX,75050.0,,,
7243,023417,CAREER ACADEMY OF HAIR DESIGN,,AR,NaN,Proprietary,Unsubsidized - Undergraduate,34,34,130793.0,36,67494.0,016596,CAREER ACADEMY OF HAIR DESIGN,346 EAST ROBINSON AVE,SPRINGDALE,AR,72764.0,,,
7246,024600,UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS,,PR,NaN,Public,Unsubsidized - Undergraduate,16,16,85000.0,19,41800.0,,,,,,,,,
7252,022897,JOLIE HEALTH AND BEAUTY ACADEMY,,PA,NaN,Proprietary,Unsubsidized - Undergraduate,16,16,56621.0,18,31206.0,015379,JOLIE HEALTH AND BEAUTY ACADEMY,1057A NORTH CHURCH STREET,HAZLETON,PA,18202.0,,,
7252,022897,JOLIE HEALTH AND BEAUTY ACADEMY,,PA,NaN,Proprietary,Unsubsidized - Undergraduate,16,16,56621.0,18,31206.0,016160,JOLIE HEALTH AND BEAUTY ACADEMY,125 NORTH WILKES BARRE BOULEVARD,WILKES BARRE,PA,18702.0,,,
7256,024926,EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING,,PA,NaN,Public,Unsubsidized - Undergraduate,16,16,70150.0,16,35075.0,,,,,,,,,
7257,023130,CASS CAREER CENTER,,MO,NaN,Public,Unsubsidized - Undergraduate,16,16,88368.0,16,44184.0,016354,CASS CAREER CENTER,1600 EAST ELM ST,HARRISONVILLE,MO,64701.0,,,
7260,022554,TONI&GUY HAIRDRESSING ACADEMY,,CA,NaN,Proprietary,Unsubsidized - Undergraduate,40,40,178686.0,42,93695.0,014552,TONI&GUY HAIRDRESSING ACADEMY,464 N. FAIRFAX AVE,LOS ANGELES,CA,90036.0,,,
7263,025054,ATLANTIC UNIVERSITY COLLEGE,,PR,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,6,6,17200.0,6,5851.0,,,,,,,,,
7264,020797,COLLEGE OF HAIR DESIGN,,NE,NaN,Proprietary,Unsubsidized - Undergraduate,20,20,97520.0,20,48762.0,014176,COLLEGE OF HAIR DESIGN,304 S 11TH STREET,LINCOLN,NE,68508.0,,,
7265,022443,MISSISSIPPI BARBER ACADEMY,,MS,NaN,Proprietary,Unsubsidized - Undergraduate,2,2,7000.0,2,3500.0,014397,MISSISSIPPI BARBER ACADEMY,5420 I-55 FRONTAGE ROAD NORTH,JACKSON,MS,39211.0,,,
7269,025227,EASTLAND-FAIRFIELD CAREER AND TECHNICAL SCHOOLS,,OH,NaN,Public,Unsubsidized - Undergraduate,28,28,107666.0,28,53837.0,,,,,,,,,
7272,005438,SALINE COUNTY CAREER CENTER,,MO,NaN,Public,Unsubsidized - Undergraduate,18,18,92398.0,18,46200.0,015639,SALINE COUNTY CAREER CENTER,900 WEST VEST,MARSHALL,MO,65340.0,,,
7276,010710,CAPITAL AREA CAREER CENTER,,IL,NaN,Public,Unsubsidized - Undergraduate,20,20,119862.0,20,59932.0,,,,,,,,,
7277,022751,CONCORDE CAREER INSTITUTE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,106,106,532980.0,117,227059.0,014016,CONCORDE CAREER INSTITUTE,7259 SALISBURY ROAD,JACKSONVILLE,FL,32256.0,,,
7277,022751,CONCORDE CAREER INSTITUTE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,106,106,532980.0,117,227059.0,015307,CONCORDE CAREER INSTITUTE,4202 W. SPRUCE ST,TAMPA,FL,33607.0,,,
7277,022751,CONCORDE CAREER INSTITUTE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,106,106,532980.0,117,227059.0,016050,CONCORDE CAREER INSTITUTE,10933 MARK'S WAY,MIRAMAR,FL,33025.0,,,
7286,022540,NEW ENGLAND CULINARY INSTITUTE,,VT,NaN,Proprietary,Unsubsidized - Undergraduate,1,1,7000.0,1,3500.0,015904,NEW ENGLAND CULINARY INSTITUTE,7 SCHOOL STREET,MONTPELIER,VT,5602.0,,,
7289,025340,NATIONAL UNIVERSITY OF NATURAL MEDICINE,,OR,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,13,13,71250.0,15,27249.0,B07624,NATIONAL UNIVERSITY OF NATURAL MEDICINE,049 SOUTHWEST PORTER STREET,PORTLAND,OR,97201.0,,,
7290,025383,DELTA COLLEGE OF ARTS & TECHNOLOGY,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,80,80,287998.0,83,150528.0,,,,,,,,,
7293,025385,ARTHUR'S BEAUTY COLLEGE,,AR,NaN,Proprietary,Unsubsidized - Undergraduate,25,27,84648.0,28,43417.0,015099,ARTHUR'S BEAUTY COLLEGE,2000 NORTH B STREET,FORT SMITH,AR,72901.0,,,
7293,025385,ARTHUR'S BEAUTY COLLEGE,,AR,NaN,Proprietary,Unsubsidized - Undergraduate,25,27,84648.0,28,43417.0,017020,ARTHUR'S BEAUTY COLLEGE,2600 JOHN HARDEN DR,JACKSONVILLE,AR,72076.0,,,
7296,008843,ALASKA BIBLE COLLEGE,,AK,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,3,3,16000.0,3,7500.0,014325,ALASKA BIBLE COLLEGE,248 EAST ELMWOOD AVENUE,PALMER,AK,99645.0,,,
7298,025419,BJ'S BEAUTY & BARBER COLLEGE,,WA,NaN,Proprietary,Unsubsidized - Undergraduate,2,2,10310.0,2,5155.0,,,,,,,,,
7301,020739,WOR-WIC COMMUNITY COLLEGE,,MD,NaN,Public,Unsubsidized - Undergraduate,10,10,19000.0,10,19000.0,013842,WOR-WIC COMMUNITY COLLEGE,32000 CAMPUS DRIVE,SALISBURY,MD,21804.0,,,
7302,025457,GLASGOW SCHOOL OF ART,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,4,4,13000.0,4,6500.0,,,,,,,,,
7304,022904,ALTOONA BEAUTY SCHOOL,,PA,NaN,Proprietary,Unsubsidized - Undergraduate,19,19,50693.0,22,27171.0,,,,,,,,,
7307,023577,PAUL MITCHELL THE SCHOOL HOUSTON,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,80,80,382786.0,81,191388.0,016749,PAUL MITCHELL THE SCHOOL HOUSTON,10516 KATY FREEWAY,HOUSTON,TX,77043.0,,,
7308,023408,PAUL MITCHELL THE SCHOOL LEXINGTON,,KY,NaN,Proprietary,Unsubsidized - Undergraduate,19,19,91333.0,21,48333.0,016591,PAUL MITCHELL THE SCHOOL LEXINGTON,3644 BOSTON RD.,LEXINGTON,KY,40514.0,,,
7310,025630,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,,OH,NaN,Proprietary,Unsubsidized - Undergraduate,27,27,109292.0,29,54886.0,014338,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,1324 YOUNGSTOWN-WARREN RD,NILES,OH,44446.0,,,
7310,025630,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,,OH,NaN,Proprietary,Unsubsidized - Undergraduate,27,27,109292.0,29,54886.0,030676,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,615 BOARDMAN-CANFIELD ROAD,BOARDMAN,OH,44512.0,,,
7317,003364,SAINT CHARLES BORROMEO SEMINARY,,PA,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,9,9,50500.0,9,25250.0,,,,,,,,,
7318,011689,REFRIGERATION SCHOOL (THE),,AZ,NaN,Proprietary,Unsubsidized - Undergraduate,154,156,617633.0,190,333122.0,,,,,,,,,
7323,025565,YUKON BEAUTY COLLEGE,,OK,NaN,Proprietary,Unsubsidized - Undergraduate,6,6,34000.0,6,17000.0,017166,YUKON BEAUTY COLLEGE,1231 GARTH BROOKS BOULEVARD,YUKON,OK,73099.0,,,
7328,021422,LEX LA RAY TECHNICAL CENTER,,MO,NaN,Public,Unsubsidized - Undergraduate,15,15,80844.0,15,40423.0,014971,LEX LA RAY TECHNICAL CENTER,2323 HIGH SCHOOL DR,LEXINGTON,MO,64067.0,,,
7329,025696,SEARCY BEAUTY COLLEGE,,AR,NaN,Proprietary,Unsubsidized - Undergraduate,17,17,73508.0,18,37397.0,017262,SEARCY BEAUTY COLLEGE,1004 SOUTH MAIN STREET,SEARCY,AR,72143.0,,,
7330,025728,VISTA COLLEGE,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,73,74,342057.0,77,107344.0,017276,VISTA COLLEGE,6101 MONTANA AVENUE,EL PASO,TX,79925.0,,,
7334,021579,ROCHESTER GENERAL-ISABELLA GRAHAM HART SCHOOL OF PRACTICAL NURSING,,NY,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,31,31,85127.0,39,51481.0,,,,,,,,,
7335,025769,CHARTER COLLEGE,,WA,NaN,Proprietary,Unsubsidized - Undergraduate,712,733,2983473.0,755,1325595.0,,,,,,,,,
7336,022855,CREATIVE CIRCUS,,GA,NaN,Proprietary,Unsubsidized - Undergraduate,51,54,248122.0,61,103014.0,,,,,,,,,
7340,023330,HAIR ACADEMY,,MD,NaN,Proprietary,Unsubsidized - Undergraduate,14,14,65234.0,23,41984.0,016509,HAIR ACADEMY,8435 ANNAPOLIS RD,NEW CARROLLTON,MD,20784.0,,,
7341,025796,MURDOCH UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,2,2,8500.0,2,8500.0,,,,,,,,,
7345,025844,NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS,,RI,NaN,Proprietary,Unsubsidized - Undergraduate,209,222,813571.0,241,423830.0,,,,,,,,,
7349,021719,AILEY SCHOOL (THE),,NY,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,9,9,45246.0,9,22623.0,015038,AILEY SCHOOL (THE),405 WEST 55TH STREET,NEW YORK,NY,10019.0,,,
7351,025880,UNIVERSITY OF ULSTER,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,3,3,10000.0,3,5000.0,,,,,,,,,
7357,025938,CONCORDIA UNIVERSITY OF EDMONTON,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,3,3,11500.0,3,5750.0,,,,,,,,,
7363,022759,"MODERN WELDING SCHOOL, INC",,NY,NaN,Proprietary,Unsubsidized - Undergraduate,11,11,47337.0,11,23666.0,,,,,,,,,
7373,021348,OLD TOWN BARBER COLLEGE,,KS,NaN,Proprietary,Unsubsidized - Undergraduate,25,27,125965.0,29,64983.0,,,,,,,,,
7376,005289,WAYNESVILLE CAREER CENTER,,MO,NaN,Public,Unsubsidized - Undergraduate,14,14,82568.0,14,41284.0,014833,WAYNESVILLE CAREER CENTER,400 G.W. LANE,WAYNESVILLE,MO,65583.0,,,
7379,026117,DUBLIN CITY UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,2,2,7500.0,2,3750.0,,,,,,,,,
7380,026119,KING'S UNIVERSITY (THE),,,NaN,Foreign-Private,Unsubsidized - Undergraduate,2,2,8000.0,2,4000.0,,,,,,,,,
7386,025193,OHIO STATE SCHOOL OF COSMETOLOGY,,OH,NaN,Proprietary,Unsubsidized - Undergraduate,22,22,63168.0,22,31584.0,015932,OHIO STATE SCHOOL OF COSMETOLOGY,"789 HEBRON ROAD, SUITE J",HEATH,OH,43056.0,,,
7389,021466,SOUTH MOUNTAIN COMMUNITY COLLEGE,,AZ,NaN,Public,Unsubsidized - Undergraduate,48,54,211094.0,54,105549.0,015001,SOUTH MOUNTAIN COMMUNITY COLLEGE,7050 SOUTH 24TH STREET,PHOENIX,AZ,85040.0,,,
7391,022975,OEHRLEIN SCHOOL OF COSMETOLOGY,,IL,NaN,Proprietary,Unsubsidized - Undergraduate,14,14,42737.0,14,21370.0,016242,OEHRLEIN SCHOOL OF COSMETOLOGY,100 MEADOW AVE,EAST PEORIA,IL,61611.0,,,
7393,007921,PAUL MITCHELL THE SCHOOL ARKANSAS,,AR,NaN,Proprietary,Unsubsidized - Undergraduate,20,21,70965.0,23,38130.0,008070,PAUL MITCHELL THE SCHOOL ARKANSAS,2167 WEST MARTIN LUTHER KING,FAYETTEVILLE,AR,72701.0,,,
7394,025802,ATLANTA SCHOOL OF MASSAGE,,GA,NaN,Proprietary,Unsubsidized - Undergraduate,56,57,197940.0,78,105772.0,017369,ATLANTA SCHOOL OF MASSAGE,2 DUNWOODY PARK SOUTH,ATLANTA,GA,30338.0,,,
7399,022755,PAUL MITCHELL THE SCHOOL KNOXVILLE,,TN,NaN,Proprietary,Unsubsidized - Undergraduate,23,23,99833.0,25,55416.0,016062,PAUL MITCHELL THE SCHOOL KNOXVILLE,8380 KINGSTON PIKE,KNOXVILLE,TN,37919.0,,,
7404,012842,OXNARD COLLEGE,,CA,NaN,Public,Unsubsidized - Undergraduate,28,28,152934.0,28,77726.0,016391,OXNARD COLLEGE,4000 S ROSE AVE,OXNARD,CA,93030.0,,,
7406,022063,BEAUTY INSTITUTE (THE),,PA,NaN,Proprietary,Unsubsidized - Undergraduate,13,15,40331.0,21,25999.0,014997,BEAUTY INSTITUTE (THE),1921 UNION BOULEVARD,ALLENTOWN,PA,18109.0,,,
7406,022063,BEAUTY INSTITUTE (THE),,PA,NaN,Proprietary,Unsubsidized - Undergraduate,13,15,40331.0,21,25999.0,015603,BEAUTY INSTITUTE (THE),50 EAST BUTLER PIKE,AMBLER,PA,19002.0,,,
7406,022063,BEAUTY INSTITUTE (THE),,PA,NaN,Proprietary,Unsubsidized - Undergraduate,13,15,40331.0,21,25999.0,015604,BEAUTY INSTITUTE (THE),100 N 8TH STREET,STROUDSBURG,PA,18360.0,,,
7410,021921,BUTLER TECHNOLOGY AND CAREER DEVELOPMENT SCHOOLS,,OH,NaN,Public,Unsubsidized - Undergraduate,21,21,123837.0,21,37720.0,,,,,,,,,
7411,021727,CONCORDE CAREER INSTITUTE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,87,89,430411.0,98,195958.0,014016,CONCORDE CAREER INSTITUTE,7259 SALISBURY ROAD,JACKSONVILLE,FL,32256.0,,,
7411,021727,CONCORDE CAREER INSTITUTE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,87,89,430411.0,98,195958.0,015307,CONCORDE CAREER INSTITUTE,4202 W. SPRUCE ST,TAMPA,FL,33607.0,,,
7411,021727,CONCORDE CAREER INSTITUTE,,FL,NaN,Proprietary,Unsubsidized - Undergraduate,87,89,430411.0,98,195958.0,016050,CONCORDE CAREER INSTITUTE,10933 MARK'S WAY,MIRAMAR,FL,33025.0,,,
7414,022859,UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,,TX,NaN,Proprietary,Unsubsidized - Undergraduate,75,77,224941.0,80,114700.0,,,,,,,,,
7422,022537,INTELLITEC COLLEGE,,CO,NaN,Proprietary,Unsubsidized - Undergraduate,76,76,335229.0,97,180330.0,015908,INTELLITEC COLLEGE,2315 E PIKES PEAK AVE,COLORADO SPRINGS,CO,80909.0,,,
7422,022537,INTELLITEC COLLEGE,,CO,NaN,Proprietary,Unsubsidized - Undergraduate,76,76,335229.0,97,180330.0,030669,INTELLITEC COLLEGE,772 HORIZON DR,GRAND JUNCTION,CO,81506.0,,,
7425,030295,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,1,1,4548.0,1,2274.0,,,,,,,,,
7426,021178,AVEDA ARTS & SCIENCES INSTITUTE LAFAYETTE,,LA,NaN,Proprietary,Unsubsidized - Undergraduate,22,22,87707.0,22,43853.0,,,,,,,,,
7430,030333,MANCHESTER METROPOLITAN UNIVERSITY (THE),,,NaN,Foreign-Public,Unsubsidized - Undergraduate,8,8,33000.0,8,11001.0,,,,,,,,,
7441,022427,BERKELEY CITY COLLEGE,,CA,NaN,Public,Unsubsidized - Undergraduate,26,26,160834.0,26,48543.0,014311,BERKELEY CITY COLLEGE,2020 MILVIA STREET,BERKELEY,CA,94704.0,,,
7443,020503,ACADEMY COLLEGE,,MN,NaN,Proprietary,Unsubsidized - Undergraduate,28,28,134706.0,39,66012.0,013505,ACADEMY COLLEGE,1600 W. 82ND STREET,BLOOMINGTON,MN,55431.0,,,
7445,022750,JENNY LEA ACADEMY OF COSMETOLOGY,,TN,NaN,Proprietary,Unsubsidized - Undergraduate,23,23,92347.0,25,46171.0,016051,JENNY LEA ACADEMY OF COSMETOLOGY,222 EAST UNAKA AVENUE,JOHNSON CITY,TN,37601.0,,,
7453,020561,FOUR RIVERS CAREER CENTER,,MO,NaN,Public,Unsubsidized - Undergraduate,13,13,71425.0,13,37925.0,013529,FOUR RIVERS CAREER CENTER,1978 IMAGE DRIVE,WASHINGTON,MO,63090.0,,,
7455,030672,UNIVERSITY OF SYDNEY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,3,3,5000.0,4,4000.0,,,,,,,,,
7458,005102,SCHOOL OF DIAGNOSTIC IMAGING-CLEVELAND CLINIC HEALTH SYSTEM,,OH,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,16,16,79513.0,17,39757.0,,,,,,,,,
7459,022775,HOUSE OF HEAVILIN BEAUTY COLLEGE,,MO,NaN,Proprietary,Unsubsidized - Undergraduate,13,13,46989.0,13,23492.0,009607,HOUSE OF HEAVILIN BEAUTY COLLEGE,5720 TROOST,KANSAS CITY,MO,64110.0,,,
7459,022775,HOUSE OF HEAVILIN BEAUTY COLLEGE,,MO,NaN,Proprietary,Unsubsidized - Undergraduate,13,13,46989.0,13,23492.0,014819,HOUSE OF HEAVILIN BEAUTY COLLEGE,2000 SOUTH WEST STATE ROUTE 7,BLUE SPRINGS,MO,64014.0,,,
7460,022890,AMERICAN HAIR ACADEMY,,IA,NaN,Proprietary,Unsubsidized - Undergraduate,9,10,33026.0,11,17063.0,016167,AMERICAN HAIR ACADEMY,304 SOUTH IRIS STREET,MT. PLEASANT,IA,52641.0,,,
7466,030738,UNIVERSITY OF DEBRECEN,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,2,2,8000.0,2,4000.0,,,,,,,,,
7474,022621,HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY,,IL,NaN,Proprietary,Unsubsidized - Undergraduate,12,12,50799.0,12,25399.0,,,,,,,,,
7481,030843,UNIVERSITY OF LIMERICK,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,5,5,18326.0,5,9163.0,,,,,,,,,
7484,030887,ROYAL CONSERVATOIRE OF SCOTLAND,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,18,18,45500.0,18,15172.0,,,,,,,,,
7489,030914,UNIVERSITY OF WOLLONGONG,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,3,3,14000.0,3,7000.0,,,,,,,,,
7490,030925,NOTTINGHAM TRENT UNIVERSITY,,,NaN,Foreign-Public,Unsubsidized - Undergraduate,3,3,7262.0,3,3631.0,,,,,,,,,
7491,042154,GRACE SCHOOL OF THEOLOGY,,TX,NaN,Private-Nonprofit,Unsubsidized - Undergraduate,3,3,14139.0,3,3928.0,B42154,GRACE SCHOOL OF THEOLOGY,3705 COLLEGE PARK DRIVE,THE WOODLANDS,TX,77384.0,,,
7492,030954,BOND UNIVERSITY,,,NaN,Foreign-Private,Unsubsidized - Undergraduate,3,3,10000.0,3,10000.0,,,,,,,,,
