OPE ID,School,State,Zip Code,School Type,PROCESSED IN Q2 Dependent Students,PROCESSED IN Q2 Independent Students,PROCESSED IN Q2 Quarterly Total,AWARD YEAR TO DATE Dependent Students,AWARD YEAR TO DATE Independent Students,AWARD YEAR TO DATE Award Year To Date Total
705000,BELLUS ACADEMY                          ,CA,91950-3616,Proprietary  ,70,147,217,101,225,326
711500,MOORPARK COLLEGE                        ,CA,93021-1695,Public       ,"3,208","1,199","4,407","4,861","1,888","6,749"
713000,NEWBERRY SCHOOL OF BEAUTY               ,CA,91344-7404,Proprietary  ,19,23,42,28,31,59
714200,LYLE'S COLLEGE OF BEAUTY                ,CA,93710-3948,Proprietary  ,79,70,149,150,115,265
718700,NORTH ADRIAN'S COLLEGE OF BEAUTY        ,CA,95350-2381,Proprietary  ,55,29,84,89,55,144
720300,SALON SUCCESS ACADEMY                   ,CA,91786-4060,Proprietary  ,90,149,239,138,234,372
720400,MODERN BEAUTY ACADEMY                   ,CA,93030-7016,Proprietary  ,36,21,57,58,35,93
720900,REDONDO BEACH BEAUTY COLLEGE            ,CA,90505-5909,Proprietary  ,23,25,48,35,39,74
725300,FEDERICO BEAUTY INSTITUTE               ,CA,95834-1905,Proprietary  ,154,191,345,255,308,563
729600,COLEMAN UNIVERSITY                      ,CA,92123-1506,Private      ,21,26,47,49,49,98
746901,HUSSIAN COLLEGE-RELATIVITY CAMPUS CALIFO,CA,90017-2019,Proprietary  ,56,13,69,132,20,152
753100,ACADEMY OF ART UNIVERSITY               ,CA,94105-3410,Proprietary  ,"1,831","2,472","4,303","4,134","3,825","7,959"
753600,COSUMNES RIVER COLLEGE                  ,CA,95823-5799,Public       ,"4,852","3,238","8,090","8,117","5,197","13,314"
760700,CONCORDE CAREER INSTITUTE               ,CA,91606-3134,Proprietary  ,97,213,310,143,328,471
770700,COLUMBIA COLLEGE                        ,CA,95370-8580,Public       ,341,311,652,683,633,"1,316"
771300,SKYLINE COLLEGE                         ,CA,94066-1698,Public       ,"1,131",540,"1,671","2,014",982,"2,996"
793000,CONCORDE CAREER INSTITUTE               ,CA,92108-0000,Proprietary  ,116,292,408,206,538,744
799300,CALIF STATE UNIV BAKERSFIELD            ,CA,93311-1022,Public       ,"5,824","2,628","8,452","14,069","5,245","19,314"
807100,CONCORDE CAREER INSTITUTE               ,CA,92840-9201,Proprietary  ,100,222,322,158,438,596
807300,BUTTE COMMUNITY COLLEGE                 ,CA,95965-0000,Public       ,"2,229","1,478","3,707","3,647","2,482","6,129"
853700,CONCORDE CAREER INSTITUTE               ,CA,92401-0000,Proprietary  ,187,298,485,306,485,791
859600,WEST LOS ANGELES COLLEGE                ,CA,90230-3500,Public       ,"1,449","1,901","3,350","2,308","3,007","5,315"
859700,FEATHER RIVER COLLEGE                   ,CA,95971-9124,Public       ,301,167,468,507,335,842
884400,CALIFORNIA CHRISTIAN COLLEGE            ,CA,93727-2610,Private      ,40,41,81,89,68,157
884600,WRIGHT INSTITUTE                        ,CA,94704-0000,Private      ,1,166,167,1,254,255
890300,COLLEGE OF THE CANYONS                  ,CA,91355-1899,Public       ,"3,196","1,519","4,715","5,105","2,334","7,439"
891800,SADDLEBACK COLLEGE                      ,CA,92692-3699,Public       ,"2,764","1,621","4,385","4,410","2,851","7,261"
902200,ASSOCIATED TECHNICAL COLLEGE            ,CA,90017-0000,Proprietary  ,100,77,177,161,121,282
903200,EMPIRE COLLEGE                          ,CA,95403-2122,Proprietary  ,18,38,56,36,71,107
927200,CRAFTON HILLS COLLEGE                   ,CA,92399-1799,Public       ,"1,284",940,"2,224","2,191","1,578","3,769"
950900,CHARLES A JONES CAREER & EDUCATION CNTR ,CA,95824-1529,Public       ,58,100,158,88,158,246
974800,CARRINGTON COLLEGE                      ,CA,95826-3203,Proprietary  ,694,"1,374","2,068","1,090","2,046","3,136"
998900,CALIFORNIA AERONAUTICAL UNIVERSITY      ,CA,93308-1649,Proprietary  ,215,202,417,442,313,755
1011100,CERRO-COSO COMMUNITY COLLEGE            ,CA,93555-9571,Public       ,295,480,775,456,777,"1,233"
1014900,PEPPERDINE UNIVERSITY                   ,CA,90263-0000,Private      ,"2,924","3,279","6,203","11,360","4,974","16,334"
1034000,LOS MEDANOS COLLEGE                     ,CA,94565-5197,Public       ,"2,032","1,043","3,075","3,011","1,634","4,645"
1036500,CHARLES R DREW UNIV OF MED & SCI        ,CA,90059-0000,Private      ,189,672,861,431,984,"1,415"
1039500,UNIVERSITY OF SAN DIEGO                 ,CA,92110-2492,Private      ,"6,487","2,203","8,690","22,477","3,808","26,285"
1039501,UNIV OF SAN DIEGO - SCHL OF LAW         ,CA,92110-2492,Private      ,104,965,"1,069",301,"1,404","1,705"
1044100,PARDEE RAND GRADUATE SCHOOL             ,CA,90407-2138,Private      ,4,7,11,5,13,18
1047400,MARYMOUNT CALIFORNIA UNIVERSITY         ,CA,90275-6299,Private      ,15,16,31,41,25,66
1085400,THOMAS JEFFERSON SCHOOL OF LAW          ,CA,92101-2928,Private      ,15,161,176,26,225,251
1111200,FIDM-FASHION INSTITUTE OF DESIGN        ,CA,90015-1421,Proprietary  ,762,258,"1,020","1,889",479,"2,368"
1111700,ALLIANT INTERNATIONAL UNIVERSITY        ,CA,92131-1799,Proprietary  ,54,"1,092","1,146",121,"2,031","2,152"
1111705,ALLIANT INTERNATIONAL UNIVERSITY - LOS A,CA,91803-1360,Proprietary  ,16,200,216,23,388,411
1111706,ALLIANT INTERNATIONAL UNIVERSITY - SAN F,CA,94133-1221,Proprietary  ,20,130,150,40,225,265
1111707,ALLIANT INTERNATIONAL UNIVERSITY - FRESN,CA,93727-2014,Proprietary  ,30,163,193,69,314,383
1146000,NATIONAL UNIVERSITY                     ,CA,92123-1426,Private      ,400,"6,629","7,029",796,"9,897","10,693"
1164900,LOYOLA MARYMOUNT UNIVERSITY             ,CA,90045-0000,Private      ,"4,913","1,045","5,958","15,537","1,771","17,308"
1164901,LMU  - LOYOLA LAW SCHOOL                ,CA,90015-0019,Private      ,75,"1,216","1,291",186,"1,643","1,829"
1167200,MENDOCINO COLLEGE                       ,CA,95482-3000,Public       ,458,574,"1,032",764,"1,003","1,767"
1170700,NORTH-WEST COLLEGE                      ,CA,91790-2097,Proprietary  ,157,242,399,210,324,534
1179200,FRANCISCAN SCHOOL OF THEOLOGY           ,CA,92110-2492,Private      ,5,19,24,7,25,32
1182000,SAN DIEGO MIRAMAR COLLEGE               ,CA,92126-0000,Public       ,"2,302","2,049","4,351","3,944","3,279","7,223"
1186500,CALIFORNIA HAIR DESIGN ACADEMY          ,CA,91942-5055,Proprietary  ,31,31,62,50,50,100
1186600,LU ROSS ACADEMY                         ,CA,93001-2927,Proprietary  ,98,102,200,143,156,299
1202600,BELLUS ACADEMY                          ,CA,92021-6247,Proprietary  ,62,105,167,108,178,286
1203100,SAN DIEGO CHRISTIAN COLLEGE             ,CA,92071-5821,Private      ,165,55,220,356,100,456
1215400,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,94103-2557,Private      ,20,569,589,45,806,851
1244600,UNIVERSAL COLLEGE OF BEAUTY             ,CA,90008-0044,Proprietary  ,51,39,90,100,61,161
1245200,EVERGREEN VALLEY COLLEGE                ,CA,95135-1598,Public       ,"2,484","1,441","3,925","3,986","2,148","6,134"
1255000,LOS ANGELES MISSION COLLEGE             ,CA,91342-3200,Public       ,"2,018","1,414","3,432","3,132","2,193","5,325"
1284200,OXNARD COLLEGE                          ,CA,93030-0000,Public       ,"1,827","1,028","2,855","3,249","1,644","4,893"
1287200,NORTH-WEST COLLEGE                      ,CA,91768-3199,Proprietary  ,208,423,631,291,666,957
1290700,LAKE TAHOE COMMUNITY COLLEGE            ,CA,96150-4524,Public       ,268,211,479,521,328,849
1291200,MTI COLLEGE                             ,CA,95841-0000,Proprietary  ,200,316,516,366,579,945
1294200,ROSEMEAD BEAUTY SCHOOL                  ,CA,91770-1639,Proprietary  ,2,9,11,6,13,19
1298400,PROFESSIONAL INSTITUTE OF BEAUTY        ,CA,91731-2613,Proprietary  ,7,20,27,12,33,45
1301000,LANCASTER BEAUTY SCHOOL                 ,CA,93534-3098,Proprietary  ,53,98,151,94,147,241
1307400,AMERICAN BEAUTY COLLEGE                 ,CA,91790-2906,Proprietary  ,77,84,161,136,174,310
1309500,SALON SUCCESS ACADEMY                   ,CA,92881-3415,Proprietary  ,175,207,382,253,324,577
1310300,CALIFORNIA WESTERN SCHOOL OF LAW        ,CA,92101-0000,Private      ,57,715,772,125,961,"1,086"
1324000,LYTLE'S REDWOOD EMPIRE BEAUTY CLG       ,CA,95403-0000,Proprietary  ,61,73,134,103,117,220
2052300,UNIVERSITY OF WEST LOS ANGELES          ,CA,90301-4501,Proprietary  ,83,132,215,172,230,402
2061600,WAYNES COLLEGE OF BEAUTY                ,CA,93906-2830,Proprietary  ,50,38,88,82,61,143
2063500,COASTLINE COMMUNITY COLLEGE             ,CA,92708-0000,Public       ,617,"1,207","1,824","1,062","1,941","3,003"
2064300,SIERRA COLLEGE OF BEAUTY                ,CA,95340-0000,Proprietary  ,47,50,97,100,73,173
2065700,CALIFORNIA BEAUTY COLLEGE               ,CA,95354-0000,Proprietary  ,99,50,149,177,89,266
2070500,CONCORDIA UNIVERSITY                    ,CA,92612-0000,Private      ,937,802,"1,739","2,233","1,259","3,492"
2075800,SOUTHERN CA INST OF ARCHITECTURE        ,CA,90013-1829,Private      ,129,152,281,392,214,606
2091702,BRIGHTWOOD COLLEGE - CHULA VISTA        ,CA,91910-5342,Proprietary  ,24,32,56,43,44,87
2096100,FIELDING GRADUATE UNIVERSITY            ,CA,93105-3814,Private      ,2,289,291,4,408,412
2099200,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,94108-5800,Private      ,31,27,58,68,40,108
2110200,COLUMBIA COLLEGE                        ,CA,91356-0000,Private      ,66,30,96,139,53,192
2110800,CALIFORNIA COLLEGE SAN DIEGO            ,CA,91950-7924,Private      ,586,97,683,"1,428",184,"1,612"
2111300,CUYAMACA COLLEGE                        ,CA,92019-0000,Public       ,"1,641","1,208","2,849","2,825","2,343","5,168"
2119100,MISSION COLLEGE                         ,CA,95054-1897,Public       ,"1,365",749,"2,114","2,159","1,227","3,386"
2120600,SAYBROOK GRADUATE SCHOOL                ,CA,94612-1928,Private      ,2,425,427,4,740,744
2120700,SAN JOAQUIN VALLEY COLLEGE              ,CA,93291-9283,Proprietary  ,"1,175","2,399","3,574","2,014","3,689","5,703"
2125000,CAREER ACADEMY OF BEAUTY                ,CA,92845-0000,Proprietary  ,61,122,183,104,189,293
2128200,BRIDGES BEAUTY COLLEGE                  ,CA,92395-3821,Proprietary  ,61,105,166,93,141,234
2128300,INSTITUTE FOR BUSINESS & TECHNOLOGY     ,CA,95050-0000,Proprietary  ,100,141,241,157,168,325
2128301,INSTITUTE FOR BUSINESS & TECHNOLOGY - NA,CA,95670-6351,Proprietary  ,61,94,155,78,111,189
2138300,PALO ALTO UNIVERSITY                    ,CA,94304-1337,Private      ,18,516,534,37,777,814
2155300,THE CHICAGO SCHOOL OF PROF PSYCHOLOGY   ,CA,90017-3830,Private      ,64,"2,781","2,845",142,"4,263","4,405"
2161800,MUSICIANS INSTITUTE                     ,CA,90028-6157,Proprietary  ,144,200,344,289,313,602
2167800,ESTES INSTITUTE OF COSMETOLOGY          ,CA,93291-0000,Proprietary  ,52,27,79,89,42,131
2178700,CITRUS HEIGHTS BEAUTY COLLEGE           ,CA,95610-1410,Proprietary  ,78,70,148,125,108,233
2179900,ARGOSY UNIVERSITY                       ,CA,92868-4844,Proprietary  ,11,15,26,15,28,43
2185800,"QUATTRO BARBER COLLEGES,CORP.           ",CA,94611-0000,Proprietary  ,15,26,41,21,40,61
2211000,SALON SUCCESS ACADEMY                   ,CA,92405-0000,Proprietary  ,84,123,207,144,194,338
2220000,COLLEEN O'HARA'S BEAUTY ACADEMY         ,CA,92701-4625,Proprietary  ,7,9,16,14,17,31
2222000,AMERICAN FILM INSTITUTE                 ,CA,90027-0000,Private      ,233,324,557,538,557,"1,095"
2226000,EAST LOS ANGELES COLLEGE                ,CA,91754-0000,Public       ,"5,500","3,637","9,137","8,302","5,519","13,821"
2228500,LIFE CHIROPRACTIC COLLEGE WEST          ,CA,94545-0000,Private      ,15,222,237,27,287,314
2230900,FREDRICK & CHARLES BEAUTY COLLEGE       ,CA,95501-0000,Proprietary  ,25,31,56,46,57,103
2231900,GEMOLOGICAL INSTITUTE OF AMERICA        ,CA,92008-4698,Private      ,21,109,130,42,170,212
2236400,"THANH LE COLG, SCH OF COSMETOLOGY       ",CA,92840-0000,Proprietary  ,8,6,14,12,8,20
2241800,AMERICAN CAREER COLLEGE                 ,CA,90004-0000,Proprietary  ,720,"1,435","2,155","1,169","2,446","3,615"
2242700,BERKELEY CITY COLLEGE                   ,CA,94704-0000,Public       ,"1,381","1,071","2,452","2,373","1,679","4,052"
2255400,TONI&GUY HAIRDRESSING ACADEMY           ,CA,90036-3901,Proprietary  ,18,28,46,21,49,70
2262400,YESHIVA OHR ELCHONON CHABAD             ,CA,90046-0000,Private      ,66,2,68,66,3,69
2267600,SOFIA UNIVERSITY                        ,CA,94303-4624,Proprietary  ,3,93,96,5,124,129
2270600,LIFE PACIFIC UNIVERSITY                 ,CA,91773-0000,Private      ,130,86,216,263,157,420
2276800,WESTMINSTER SEMINARY CALIFORNIA         ,CA,92027-0000,Private      ,4,61,65,6,71,77
2277400,SOUTH COAST COLLEGE                     ,CA,92868-2616,Proprietary  ,92,112,204,170,177,347
2285100,HILLTOP BEAUTY SCHOOL                   ,CA,94014-0000,Proprietary  ,10,12,22,23,19,42
2298000,DESIGN INSTITUTE OF SAN DIEGO           ,CA,92121-0000,Proprietary  ,120,83,203,242,125,367
2304300,"PLATT COLLEGE, SAN DIEGO                ",CA,92115-0000,Proprietary  ,46,57,103,83,82,165
2309500,CLOVIS ADULT EDUC                       ,CA,93611-0000,Public       ,26,62,88,42,96,138
2330500,LAGUNA COLLEGE OF ART AND DESIGN        ,CA,92651-0000,Private      ,612,117,729,"1,547",212,"1,759"
2332800,CENTER FOR EMPLOYMENT TRAINING          ,CA,95110-0000,Private      ,211,214,425,287,280,567
2338500,GLENDALE CAREER COLLEGE                 ,CA,91203-1207,Proprietary  ,195,730,925,307,"1,244","1,551"
2342400,ACADEMY OF RADIO & TV BROADCASTING      ,CA,92647-3809,Proprietary  ,47,48,95,79,81,160
2343400,BELLUS ACADEMY                          ,CA,92064-4633,Proprietary  ,133,177,310,216,263,479
2358000,THOMAS AQUINAS COLLEGE                  ,CA,93060-9622,Private      ,320,10,330,455,15,470
2359300,SHASTA BIBLE COLLEGE                    ,CA,96002-0000,Private      ,6,11,17,11,16,27
2482700,WESTERN UNIVERSITY OF HEALTH S          ,CA,91766-1854,Private      ,84,"2,374","2,458",265,"4,036","4,301"
2494800,CR'U INSTITUTE OF COSMETOLOGY AND BARBER,CA,92845-4321,Proprietary  ,40,50,90,56,77,133
2497300,MILAN INSTITUTE                         ,CA,93277-8109,Proprietary  ,270,295,565,433,405,838
2500000,SAN JOAQUIN COLLEGE OF LAW              ,CA,93612-0000,Private      ,8,110,118,22,145,167
2520200,CALIFORNIA CAREER SCHOOLS               ,CA,92805-0000,Proprietary  ,0,0,0,21,7,28
2520300,INTERIOR DESIGNERS INSTITUTE            ,CA,92660-0000,Proprietary  ,33,30,63,59,67,126
2520400,ADRIAN'S BEAUTY COLLEGE OF TURLOCK      ,CA,95382-0000,Proprietary  ,44,34,78,79,50,129
2531800,PAUL MITCHELL THE SCHOOL COSTA MESA     ,CA,92626-3804,Proprietary  ,109,113,222,159,187,346
2531804,PAUL MITCHELL THE SCHOOL - SAN DIEGO    ,CA,92101-0000,Proprietary  ,113,142,255,188,235,423
2537200,PALOMAR INSTITUTE OF COSMETOLOGY        ,CA,92069-0000,Proprietary  ,145,78,223,244,144,388
2539500,IRVINE VALLEY COLLEGE                   ,CA,92620-0000,Public       ,"3,208","1,147","4,355","5,495","1,871","7,366"
2542300,NATIONAL HOLISTIC INSTITUTE             ,CA,94608-0000,Proprietary  ,66,511,577,90,745,835
2543400,BROWNSON TECHNICAL SCHOOL               ,CA,92805-0000,Proprietary  ,78,69,147,97,99,196
2545900,HYPNOSIS MOTIVATION INSTITUTE           ,CA,91356-0000,Private      ,0,75,75,0,95,95
2553500,ASSOCIATED TECHNICAL COLLEGE            ,CA,92108-1602,Proprietary  ,80,64,144,140,106,246
2553600,DIVERSIFIED LANGUAGE INSTITUTE          ,CA,90017-0000,Proprietary  ,5,20,25,7,27,34
2559300,UNITED EDUCATION INSTITUTE              ,CA,90255-2933,Proprietary  ,504,"1,031","1,535",777,"1,556","2,333"
2559304,UNITED EDUCATION INSTITUTE - ONTARIO    ,CA,91764-5574,Proprietary  ,145,279,424,239,424,663
2559305,UNITED EDUCATION INSTITUTE - ENCINO     ,CA,91316-1951,Proprietary  ,151,269,420,211,392,603
2559309,UNITED EDUCATION INSTITUTE - CHULA VISTA,CA,91911-3262,Proprietary  ,182,378,560,281,574,855
